CustomerID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
54581,38.0,2.0,244.35,0,1,3,5,9,0,Champions
54582,44.0,2.0,150.46,1,4,3,2,9,1,Loyal Customers
54583,45.0,2.0,150.64,1,5,3,2,10,1,Loyal Customers
54584,37.0,8.0,209.12,0,1,5,5,11,2,Champions
54585,45.0,2.0,266.18,0,5,3,5,13,0,Champions
54586,38.0,16.0,295.46,0,1,5,5,11,2,Champions
54587,38.0,7.0,150.64,0,1,5,2,8,3,Champions
54588,43.0,14.0,227.66,0,3,5,5,13,2,Champions
54589,41.0,2.0,175.7,0,2,3,4,9,1,Loyal Customers
54590,44.0,2.0,303.61,0,4,3,5,12,0,Champions
54591,42.0,5.0,167.3,0,2,5,3,10,1,Loyal Customers
54592,45.0,2.0,162.8,0,5,3,3,11,1,Loyal Customers
54593,38.0,6.0,152.68,0,1,5,2,8,3,Champions
54594,43.0,2.0,215.71,0,3,3,5,11,0,Champions
54595,37.0,2.0,231.48,0,1,3,5,9,0,Champions
54596,38.0,8.0,261.1,1,1,5,5,11,2,Champions
54597,42.0,2.0,159.08,1,2,3,3,8,1,Loyal Customers
54598,43.0,2.0,154.83,0,3,3,3,9,1,Loyal Customers
54599,45.0,2.0,201.32,0,5,3,4,12,1,Loyal Customers
54600,43.0,2.0,223.24,1,3,3,5,11,0,Champions
54601,43.0,2.0,224.5,1,3,3,5,11,0,Champions
54602,45.0,3.0,145.93,0,5,4,2,11,1,Loyal Customers
54603,43.0,10.0,224.8,0,3,5,5,13,2,Champions
54604,43.0,2.0,163.94,1,3,3,3,9,1,Loyal Customers
54605,38.0,7.0,165.51,0,1,5,3,9,3,Champions
54606,37.0,8.0,293.35,0,1,5,5,11,2,Champions
54607,35.0,2.0,187.3,0,1,3,4,8,3,Champions
54608,36.0,7.0,172.17,0,1,5,3,9,3,Champions
54609,32.0,2.0,257.37,0,1,3,5,9,3,Champions
54610,38.0,2.0,162.55,0,1,3,3,7,3,Champions
54611,40.0,2.0,190.82,0,2,3,4,9,3,Champions
54612,37.0,6.0,199.06,0,1,5,4,10,3,Champions
54613,38.0,4.0,173.05,0,1,5,3,9,3,Champions
54614,45.0,2.0,152.41,1,5,3,2,10,1,Loyal Customers
54615,43.0,2.0,167.62,0,3,3,3,9,1,Loyal Customers
54616,40.0,2.0,286.84,0,2,3,5,10,0,Champions
54617,44.0,2.0,240.57,0,4,3,5,12,0,Champions
54618,45.0,2.0,143.78,1,5,3,2,10,1,Loyal Customers
54619,44.0,2.0,234.32,0,4,3,5,12,0,Champions
54620,38.0,2.0,193.11,0,1,3,4,8,3,Champions
54621,45.0,2.0,168.06,0,5,3,3,11,1,Loyal Customers
54622,42.0,2.0,173.59,0,2,3,4,9,1,Loyal Customers
54623,38.0,6.0,178.37,0,1,5,4,10,3,Champions
54624,45.0,2.0,148.4,1,5,3,2,10,1,Loyal Customers
54625,43.0,2.0,199.91,0,3,3,4,10,1,Loyal Customers
54626,43.0,2.0,230.27,0,3,3,5,11,0,Champions
54627,37.0,12.0,290.95,0,1,5,5,11,2,Champions
54628,43.0,8.0,213.34,0,3,5,5,13,2,Champions
54629,36.0,7.0,180.77,0,1,5,4,10,2,Champions
54630,43.0,2.0,172.07,1,3,3,3,9,1,Loyal Customers
54631,44.0,3.0,149.0,0,4,4,2,10,1,Loyal Customers
54632,43.0,2.0,223.24,0,3,3,5,11,0,Champions
54633,42.0,5.0,189.47,0,2,5,4,11,1,Loyal Customers
54634,36.0,2.0,320.02,0,1,3,5,9,0,Champions
54635,41.0,2.0,152.25,0,2,3,2,7,1,Loyal Customers
54636,41.0,2.0,187.72,0,2,3,4,9,1,Loyal Customers
54637,45.0,2.0,146.27,0,5,3,2,10,1,Loyal Customers
54638,38.0,11.0,307.0,0,1,5,5,11,2,Champions
54639,39.0,2.0,145.96,0,2,3,2,7,3,Champions
54640,43.0,2.0,153.86,1,3,3,3,9,1,Loyal Customers
54641,45.0,2.0,145.33,1,5,3,2,10,1,Loyal Customers
54642,42.0,2.0,161.22,0,2,4,3,9,1,Loyal Customers
54643,43.0,2.0,167.33,1,3,4,3,10,1,Loyal Customers
54644,43.0,2.0,161.81,0,3,4,3,10,1,Loyal Customers
54645,38.0,6.0,179.6,0,1,5,4,10,3,Champions
54646,42.0,2.0,146.87,0,2,4,2,8,1,Loyal Customers
54647,43.0,2.0,221.02,0,3,4,5,12,0,Champions
54648,45.0,2.0,153.36,0,5,4,2,11,1,Loyal Customers
54649,43.0,3.0,165.89,0,3,4,3,10,1,Loyal Customers
54650,45.0,2.0,291.27,0,5,4,5,14,0,Champions
54651,45.0,2.0,151.19,0,5,4,2,11,1,Loyal Customers
54652,38.0,5.0,181.79,0,1,5,4,10,3,Champions
54653,43.0,2.0,279.02,0,3,4,5,12,0,Champions
54654,43.0,2.0,184.85,0,3,4,4,11,1,Loyal Customers
54655,39.0,2.0,150.79,0,2,4,2,8,3,Champions
54656,43.0,2.0,155.41,1,3,4,3,10,1,Loyal Customers
54657,43.0,2.0,159.47,0,3,4,3,10,1,Loyal Customers
54658,44.0,2.0,320.13,0,4,4,5,13,0,Champions
54659,43.0,3.0,152.73,0,3,4,2,9,1,Loyal Customers
54660,43.0,2.0,196.04,0,3,4,4,11,1,Loyal Customers
54661,40.0,2.0,188.22,0,2,4,4,10,3,Champions
54662,45.0,2.0,145.83,0,5,4,2,11,1,Loyal Customers
54663,35.0,9.0,208.81,0,1,5,4,10,2,Champions
54664,37.0,9.0,151.91,0,1,5,2,8,2,Champions
54665,45.0,2.0,167.86,1,5,4,3,12,1,Loyal Customers
54666,43.0,2.0,81.0,0,3,4,1,8,1,Loyal Customers
54667,43.0,8.0,219.34,0,3,5,5,13,2,Champions
54668,43.0,2.0,180.61,0,3,4,4,11,1,Loyal Customers
54669,37.0,12.0,191.46,0,1,5,4,10,2,Champions
54670,38.0,5.0,202.25,0,1,5,4,10,3,Champions
54671,44.0,2.0,232.25,0,4,4,5,13,0,Champions
54672,43.0,2.0,213.47,0,3,4,5,12,0,Champions
54673,44.0,2.0,145.45,0,4,4,2,10,1,Loyal Customers
54674,44.0,2.0,135.09,1,4,4,1,9,1,Loyal Customers
54675,38.0,10.0,158.48,1,1,5,3,9,2,Champions
54676,45.0,2.0,137.81,0,5,4,1,10,1,Loyal Customers
54677,43.0,2.0,153.19,0,3,4,2,9,1,Loyal Customers
54678,43.0,2.0,173.51,0,3,4,4,11,1,Loyal Customers
54679,40.0,2.0,165.28,0,2,4,3,9,3,Champions
54680,37.0,3.0,152.2,0,1,4,2,7,3,Champions
54681,43.0,3.0,206.2,0,3,4,4,11,0,Champions
54682,41.0,2.0,171.47,0,2,4,3,9,1,Loyal Customers
54683,45.0,2.0,171.8,0,5,4,3,12,1,Loyal Customers
54684,37.0,4.0,157.21,0,1,5,3,9,3,Champions
54685,43.0,8.0,211.21,0,3,5,5,13,2,Champions
54686,45.0,3.0,170.77,1,5,4,3,12,1,Loyal Customers
54687,35.0,12.0,170.53,0,1,5,3,9,2,Champions
54688,37.0,2.0,178.96,0,1,4,4,9,3,Champions
54689,42.0,2.0,192.96,1,2,4,4,10,1,Loyal Customers
54690,37.0,2.0,201.25,0,1,4,4,9,3,Champions
54691,38.0,2.0,199.12,0,1,4,4,9,3,Champions
54692,38.0,2.0,236.59,0,1,4,5,10,0,Champions
54693,38.0,2.0,174.6,0,1,4,4,9,3,Champions
54694,43.0,2.0,229.75,0,3,4,5,12,0,Champions
54695,42.0,2.0,273.14,0,2,4,5,11,0,Champions
54696,39.0,13.0,316.41,0,2,5,5,12,2,Champions
54697,43.0,3.0,179.05,0,3,4,4,11,1,Loyal Customers
54698,43.0,2.0,212.93,0,3,4,5,12,0,Champions
54699,35.0,3.0,316.89,0,1,4,5,10,0,Champions
54700,43.0,3.0,163.75,0,3,4,3,10,1,Loyal Customers
54701,38.0,4.0,147.16,1,1,5,2,8,3,Champions
54702,40.0,2.0,242.13,0,2,4,5,11,0,Champions
54703,45.0,2.0,203.61,0,5,4,4,13,1,Loyal Customers
54704,41.0,2.0,162.08,0,2,4,3,9,1,Loyal Customers
54705,32.0,12.0,262.7,0,1,5,5,11,2,Champions
54706,38.0,8.0,178.04,0,1,5,4,10,2,Champions
54707,45.0,2.0,151.42,0,5,4,2,11,1,Loyal Customers
54708,43.0,3.0,152.59,1,3,4,2,9,1,Loyal Customers
54709,43.0,3.0,193.04,0,3,4,4,11,1,Loyal Customers
54710,42.0,5.0,186.42,0,2,5,4,11,1,Loyal Customers
54711,43.0,2.0,150.0,0,3,4,2,9,1,Loyal Customers
54712,39.0,4.0,188.89,0,2,5,4,11,3,Champions
54713,44.0,2.0,236.03,0,4,4,5,13,0,Champions
54714,42.0,3.0,148.42,0,2,4,2,8,1,Loyal Customers
54715,38.0,2.0,193.11,0,1,4,4,9,3,Champions
54716,43.0,3.0,147.97,0,3,4,2,9,1,Loyal Customers
54717,43.0,3.0,149.5,0,3,4,2,9,1,Loyal Customers
54718,45.0,2.0,175.93,0,5,4,4,13,1,Loyal Customers
54719,38.0,5.0,178.09,0,1,5,4,10,3,Champions
54720,44.0,2.0,155.57,0,4,4,3,11,1,Loyal Customers
54721,45.0,2.0,176.21,0,5,4,4,13,1,Loyal Customers
54722,29.0,2.0,293.56,0,1,4,5,10,3,Champions
54723,37.0,8.0,151.86,1,1,5,2,8,2,Champions
54724,41.0,2.0,186.8,0,2,4,4,10,1,Loyal Customers
54725,44.0,4.0,191.32,0,4,5,4,13,1,Loyal Customers
54726,43.0,2.0,160.05,0,3,4,3,10,1,Loyal Customers
54727,42.0,2.0,188.97,1,2,4,4,10,1,Loyal Customers
54728,41.0,2.0,187.74,0,2,4,4,10,1,Loyal Customers
54729,41.0,2.0,323.59,1,2,4,5,11,0,Champions
54730,36.0,2.0,200.87,0,1,4,4,9,3,Champions
54731,43.0,2.0,167.58,0,3,4,3,10,1,Loyal Customers
54732,45.0,3.0,168.64,0,5,4,3,12,1,Loyal Customers
54733,44.0,2.0,168.35,0,4,4,3,11,1,Loyal Customers
54734,43.0,2.0,178.26,1,3,4,4,11,1,Loyal Customers
54735,42.0,2.0,157.8,0,2,4,3,9,1,Loyal Customers
54736,41.0,2.0,179.85,0,2,4,4,10,1,Loyal Customers
54737,44.0,2.0,168.42,0,4,4,3,11,1,Loyal Customers
54738,42.0,5.0,152.82,0,2,5,2,9,1,Loyal Customers
54739,33.0,5.0,184.8,0,1,5,4,10,3,Champions
54740,42.0,2.0,168.81,0,2,4,3,9,1,Loyal Customers
54741,43.0,2.0,150.72,0,3,4,2,9,1,Loyal Customers
54742,43.0,2.0,163.33,0,3,4,3,10,1,Loyal Customers
54743,38.0,4.0,167.44,0,1,5,3,9,3,Champions
54744,43.0,2.0,190.0,0,3,4,4,11,1,Loyal Customers
54745,36.0,15.0,309.3,0,1,5,5,11,2,Champions
54746,45.0,2.0,141.01,1,5,4,2,11,1,Loyal Customers
54747,45.0,2.0,151.94,0,5,4,2,11,1,Loyal Customers
54748,41.0,2.0,156.49,0,2,4,3,9,1,Loyal Customers
54749,42.0,2.0,301.39,0,2,4,5,11,0,Champions
54750,45.0,2.0,148.19,1,5,4,2,11,1,Loyal Customers
54751,38.0,2.0,241.91000000000005,0,1,4,5,10,0,Champions
54752,43.0,2.0,178.24,1,3,4,4,11,1,Loyal Customers
54753,45.0,4.0,292.52,0,5,5,5,15,0,Champions
54754,40.0,2.0,177.28,0,2,4,4,10,3,Champions
54755,38.0,2.0,152.0,0,1,4,2,7,3,Champions
54756,37.0,14.0,317.46,1,1,5,5,11,2,Champions
54757,43.0,3.0,150.06,0,3,4,2,9,1,Loyal Customers
54758,43.0,2.0,185.62,0,3,4,4,11,1,Loyal Customers
54759,44.0,3.0,168.82,1,4,4,3,11,1,Loyal Customers
54760,41.0,2.0,146.43,0,2,4,2,8,1,Loyal Customers
54761,37.0,7.0,186.62,0,1,5,4,10,2,Champions
54762,45.0,2.0,175.94,0,5,4,4,13,1,Loyal Customers
54763,45.0,2.0,193.77,0,5,4,4,13,1,Loyal Customers
54764,45.0,2.0,147.74,0,5,4,2,11,1,Loyal Customers
54765,37.0,8.0,169.34,0,1,5,3,9,2,Champions
54766,43.0,2.0,187.88,0,3,4,4,11,1,Loyal Customers
54767,42.0,2.0,150.53,0,2,4,2,8,1,Loyal Customers
54768,38.0,8.0,201.54,1,1,5,4,10,2,Champions
54769,42.0,8.0,176.6,1,2,5,4,11,2,Champions
54770,45.0,2.0,296.59,0,5,4,5,14,0,Champions
54771,37.0,2.0,253.08,0,1,4,5,10,0,Champions
54772,43.0,2.0,227.21,0,3,4,5,12,0,Champions
54773,40.0,8.0,172.79,0,2,5,3,10,2,Champions
54774,43.0,2.0,162.37,0,3,4,3,10,1,Loyal Customers
54775,38.0,2.0,148.66,1,1,4,2,7,3,Champions
54776,45.0,2.0,142.06,0,5,4,2,11,1,Loyal Customers
54777,28.0,5.0,288.07,0,1,5,5,11,2,Champions
54778,42.0,3.0,184.33,0,2,4,4,10,1,Loyal Customers
54779,44.0,2.0,159.24,0,4,4,3,11,1,Loyal Customers
54780,37.0,2.0,165.37,0,1,4,3,8,3,Champions
54781,44.0,2.0,150.59,0,4,4,2,10,1,Loyal Customers
54782,34.0,5.0,187.01,0,1,5,4,10,3,Champions
54783,42.0,2.0,169.03,0,2,4,3,9,1,Loyal Customers
54784,42.0,2.0,162.61,0,2,4,3,9,1,Loyal Customers
54785,41.0,2.0,234.34,0,2,4,5,11,0,Champions
54786,43.0,2.0,232.61,0,3,4,5,12,0,Champions
54787,42.0,2.0,176.75,0,2,4,4,10,1,Loyal Customers
54788,45.0,2.0,263.26,0,5,4,5,14,0,Champions
54789,45.0,2.0,188.34,0,5,4,4,13,1,Loyal Customers
54790,41.0,2.0,174.36,0,2,4,4,10,1,Loyal Customers
54791,43.0,3.0,172.75,0,3,4,3,10,1,Loyal Customers
54792,43.0,2.0,153.18,0,3,4,2,9,1,Loyal Customers
54793,43.0,3.0,150.15,0,3,4,2,9,1,Loyal Customers
54794,42.0,2.0,148.42,0,2,4,2,8,1,Loyal Customers
54795,42.0,2.0,166.94,0,2,4,3,9,1,Loyal Customers
54796,30.0,2.0,231.85,0,1,4,5,10,3,Champions
54797,37.0,8.0,145.22,1,1,5,2,8,2,Champions
54798,43.0,2.0,148.14,0,3,4,2,9,1,Loyal Customers
54799,42.0,2.0,167.56,0,2,4,3,9,1,Loyal Customers
54800,43.0,2.0,160.8,0,3,4,3,10,1,Loyal Customers
54801,41.0,4.0,156.62,0,2,5,3,10,3,Champions
54802,42.0,6.0,190.24,0,2,5,4,11,3,Champions
54803,43.0,2.0,153.99,0,3,4,3,10,1,Loyal Customers
54804,42.0,2.0,177.31,0,2,4,4,10,1,Loyal Customers
54805,43.0,2.0,148.56,0,3,4,2,9,1,Loyal Customers
54806,43.0,2.0,153.0,1,3,4,2,9,1,Loyal Customers
54807,43.0,2.0,243.36,0,3,4,5,12,0,Champions
54808,37.0,2.0,234.03,0,1,4,5,10,0,Champions
54809,45.0,2.0,154.73,0,5,4,3,12,1,Loyal Customers
54810,37.0,4.0,267.75,0,1,5,5,11,0,Champions
54811,43.0,3.0,180.62,0,3,4,4,11,1,Loyal Customers
54812,38.0,8.0,170.37,0,1,5,3,9,2,Champions
54813,36.0,2.0,201.42,0,1,4,4,9,3,Champions
54814,38.0,15.0,304.24,0,1,5,5,11,2,Champions
54815,41.0,2.0,177.04,0,2,4,4,10,1,Loyal Customers
54816,42.0,2.0,147.77,0,2,4,2,8,1,Loyal Customers
54817,44.0,2.0,152.95,1,4,4,2,10,1,Loyal Customers
54818,42.0,2.0,150.32,0,2,4,2,8,1,Loyal Customers
54819,44.0,8.0,150.59,0,4,5,2,11,1,Loyal Customers
54820,43.0,2.0,174.08,0,3,4,4,11,1,Loyal Customers
54821,45.0,2.0,148.8,1,5,4,2,11,1,Loyal Customers
54822,45.0,2.0,172.65,0,5,4,3,12,1,Loyal Customers
54823,43.0,2.0,145.44,1,3,4,2,9,1,Loyal Customers
54824,45.0,2.0,151.93,1,5,4,2,11,1,Loyal Customers
54825,34.0,5.0,190.86,0,1,5,4,10,3,Champions
54826,43.0,2.0,157.94,0,3,4,3,10,1,Loyal Customers
54827,43.0,2.0,166.71,1,3,4,3,10,1,Loyal Customers
54828,45.0,2.0,152.78,1,5,4,2,11,1,Loyal Customers
54829,43.0,3.0,148.77,0,3,4,2,9,1,Loyal Customers
54830,43.0,3.0,149.04,1,3,4,2,9,1,Loyal Customers
54831,45.0,2.0,148.18,0,5,4,2,11,1,Loyal Customers
54832,45.0,2.0,145.08,0,5,4,2,11,1,Loyal Customers
54833,42.0,2.0,187.44,0,2,4,4,10,1,Loyal Customers
54834,43.0,2.0,152.99,0,3,4,2,9,1,Loyal Customers
54835,43.0,2.0,230.52,0,3,4,5,12,0,Champions
54836,43.0,6.0,148.29,0,3,5,2,10,1,Loyal Customers
54837,38.0,2.0,165.14,0,1,4,3,8,3,Champions
54838,38.0,2.0,199.03,0,1,4,4,9,3,Champions
54839,45.0,2.0,147.59,0,5,4,2,11,1,Loyal Customers
54840,45.0,2.0,194.32,0,5,4,4,13,1,Loyal Customers
54841,44.0,2.0,171.78,0,4,4,3,11,1,Loyal Customers
54842,34.0,6.0,260.82,0,1,5,5,11,2,Champions
54843,43.0,2.0,148.32,0,3,4,2,9,1,Loyal Customers
54844,45.0,2.0,149.13,1,5,4,2,11,1,Loyal Customers
54845,43.0,2.0,222.05,0,3,4,5,12,0,Champions
54846,38.0,2.0,167.94,0,1,4,3,8,3,Champions
54847,28.0,3.0,172.21,0,1,4,3,8,3,Champions
54848,36.0,4.0,150.19,0,1,5,2,8,3,Champions
54849,45.0,2.0,146.21,1,5,4,2,11,1,Loyal Customers
54850,45.0,2.0,154.73,1,5,4,3,12,1,Loyal Customers
54851,40.0,9.0,183.55,0,2,5,4,11,2,Champions
54852,45.0,2.0,161.17,0,5,4,3,12,1,Loyal Customers
54853,42.0,7.0,192.25,0,2,5,4,11,2,Champions
54854,43.0,4.0,228.25,1,3,5,5,13,0,Champions
54855,41.0,2.0,194.49,0,2,4,4,10,3,Champions
54856,43.0,12.0,231.09,1,3,5,5,13,2,Champions
54857,37.0,2.0,169.47,0,1,4,3,8,3,Champions
54858,43.0,2.0,146.57,0,3,4,2,9,1,Loyal Customers
54859,45.0,2.0,171.01,0,5,4,3,12,1,Loyal Customers
54860,37.0,8.0,295.99,0,1,5,5,11,2,Champions
54861,45.0,2.0,149.79,1,5,4,2,11,1,Loyal Customers
54862,43.0,16.0,273.52,0,3,5,5,13,2,Champions
54863,38.0,8.0,197.64,0,1,5,4,10,2,Champions
54864,42.0,2.0,181.66,0,2,4,4,10,1,Loyal Customers
54865,37.0,2.0,203.23,0,1,4,4,9,3,Champions
54866,38.0,2.0,203.8,0,1,4,4,9,3,Champions
54867,45.0,2.0,256.94,1,5,4,5,14,0,Champions
54868,38.0,3.0,175.67,0,1,4,4,9,3,Champions
54869,38.0,2.0,175.79,0,1,4,4,9,3,Champions
54870,43.0,2.0,148.21,1,3,4,2,9,1,Loyal Customers
54871,45.0,7.0,299.44,0,5,5,5,15,0,Champions
54872,45.0,2.0,149.04,1,5,4,2,11,1,Loyal Customers
54873,43.0,2.0,159.52,0,3,4,3,10,1,Loyal Customers
54874,43.0,2.0,147.7,0,3,4,2,9,1,Loyal Customers
54875,42.0,2.0,298.99,0,2,4,5,11,0,Champions
54876,43.0,2.0,179.88,0,3,4,4,11,1,Loyal Customers
54877,34.0,2.0,319.19,0,1,4,5,10,0,Champions
54878,43.0,3.0,153.11,0,3,4,2,9,1,Loyal Customers
54879,37.0,2.0,161.33,0,1,4,3,8,3,Champions
54880,38.0,2.0,166.63,0,1,4,3,8,3,Champions
54881,44.0,2.0,146.32,1,4,4,2,10,1,Loyal Customers
54882,40.0,2.0,264.73,0,2,4,5,11,0,Champions
54883,43.0,2.0,151.84,0,3,4,2,9,1,Loyal Customers
54884,38.0,2.0,233.45,0,1,4,5,10,0,Champions
54885,43.0,4.0,168.77,0,3,5,3,11,1,Loyal Customers
54886,43.0,2.0,162.43,1,3,4,3,10,1,Loyal Customers
54887,42.0,2.0,166.48,0,2,4,3,9,1,Loyal Customers
54888,45.0,2.0,135.51,0,5,4,1,10,1,Loyal Customers
54889,37.0,2.0,232.39,0,1,4,5,10,0,Champions
54890,43.0,11.0,228.88,0,3,5,5,13,2,Champions
54891,38.0,2.0,239.16000000000005,0,1,4,5,10,0,Champions
54892,45.0,2.0,151.0,1,5,4,2,11,1,Loyal Customers
54893,43.0,2.0,149.22,1,3,4,2,9,1,Loyal Customers
54894,42.0,2.0,179.72,0,2,4,4,10,1,Loyal Customers
54895,44.0,2.0,149.51,0,4,4,2,10,1,Loyal Customers
54896,43.0,3.0,167.4,0,3,4,3,10,1,Loyal Customers
54897,37.0,2.0,234.99,0,1,4,5,10,0,Champions
54898,44.0,3.0,175.03,0,4,4,4,12,1,Loyal Customers
54899,37.0,2.0,252.42,0,1,4,5,10,0,Champions
54900,43.0,3.0,167.27,0,3,4,3,10,1,Loyal Customers
54901,43.0,2.0,164.17,0,3,4,3,10,1,Loyal Customers
54902,45.0,2.0,308.03,0,5,4,5,14,0,Champions
54903,45.0,2.0,148.8,0,5,4,2,11,1,Loyal Customers
54904,42.0,5.0,262.26,0,2,5,5,12,0,Champions
54905,45.0,2.0,172.77,1,5,4,3,12,1,Loyal Customers
54906,38.0,7.0,188.85,0,1,5,4,10,2,Champions
54907,35.0,6.0,324.73,0,1,5,5,11,0,Champions
54908,45.0,2.0,193.61,0,5,4,4,13,1,Loyal Customers
54909,43.0,3.0,174.69,1,3,4,4,11,1,Loyal Customers
54910,36.0,7.0,323.45,1,1,5,5,11,2,Champions
54911,34.0,2.0,258.2,0,1,4,5,10,0,Champions
54912,32.0,2.0,188.47,0,1,4,4,9,3,Champions
54913,31.0,16.0,152.43,1,1,5,2,8,2,Champions
54914,37.0,2.0,233.8,0,1,4,5,10,0,Champions
54915,43.0,3.0,148.42,0,3,4,2,9,1,Loyal Customers
54916,44.0,2.0,301.5,0,4,4,5,13,0,Champions
54917,38.0,8.0,165.25,0,1,5,3,9,2,Champions
54918,43.0,2.0,222.25,0,3,4,5,12,0,Champions
54919,41.0,2.0,244.04,0,2,4,5,11,0,Champions
54920,41.0,2.0,146.77,0,2,4,2,8,1,Loyal Customers
54921,33.0,7.0,200.25,0,1,5,4,10,2,Champions
54922,45.0,2.0,173.34,1,5,4,4,13,1,Loyal Customers
54923,43.0,2.0,145.42,1,3,4,2,9,1,Loyal Customers
54924,45.0,2.0,147.2,0,5,4,2,11,1,Loyal Customers
54925,45.0,2.0,135.52,0,5,4,1,10,1,Loyal Customers
54926,43.0,3.0,153.21,0,3,4,2,9,1,Loyal Customers
54927,38.0,8.0,317.37,0,1,5,5,11,2,Champions
54928,44.0,2.0,166.07,0,4,4,3,11,1,Loyal Customers
54929,40.0,8.0,208.96,0,2,5,5,12,2,Champions
54930,42.0,2.0,145.07,0,2,4,2,8,1,Loyal Customers
54931,43.0,3.0,321.27,0,3,4,5,12,0,Champions
54932,45.0,2.0,231.86,0,5,4,5,14,0,Champions
54933,42.0,2.0,154.42,0,2,4,3,9,1,Loyal Customers
54934,43.0,8.0,213.58,0,3,5,5,13,2,Champions
54935,43.0,7.0,292.56,0,3,5,5,13,0,Champions
54936,45.0,2.0,232.98,0,5,4,5,14,0,Champions
54937,43.0,2.0,148.23,1,3,4,2,9,1,Loyal Customers
54938,45.0,2.0,139.16,1,5,4,1,10,1,Loyal Customers
54939,38.0,2.0,171.15,0,1,4,3,8,3,Champions
54940,38.0,3.0,149.61,1,1,4,2,7,3,Champions
54941,43.0,2.0,212.22,1,3,4,5,12,0,Champions
54942,42.0,2.0,164.55,0,2,4,3,9,1,Loyal Customers
54943,43.0,2.0,224.57,0,3,4,5,12,0,Champions
54944,37.0,2.0,158.76,0,1,4,3,8,3,Champions
54945,43.0,2.0,213.23,0,3,4,5,12,0,Champions
54946,43.0,12.0,228.22,0,3,5,5,13,2,Champions
54947,43.0,2.0,171.21,0,3,4,3,10,1,Loyal Customers
54948,43.0,2.0,234.76,0,3,4,5,12,0,Champions
54949,38.0,2.0,161.6,0,1,4,3,8,3,Champions
54950,43.0,4.0,229.82,1,3,5,5,13,0,Champions
54951,43.0,2.0,196.19,0,3,4,4,11,1,Loyal Customers
54952,43.0,5.0,220.82,1,3,5,5,13,0,Champions
54953,37.0,4.0,170.08,1,1,5,3,9,3,Champions
54954,43.0,3.0,147.07,0,3,4,2,9,1,Loyal Customers
54955,41.0,2.0,202.56,0,2,4,4,10,0,Champions
54956,45.0,2.0,191.94,0,5,4,4,13,1,Loyal Customers
54957,39.0,6.0,161.91,1,2,5,3,10,3,Champions
54958,45.0,2.0,148.77,1,5,4,2,11,1,Loyal Customers
54959,43.0,3.0,148.13,1,3,4,2,9,1,Loyal Customers
54960,38.0,14.0,301.65,0,1,5,5,11,2,Champions
54961,45.0,2.0,150.96,1,5,4,2,11,1,Loyal Customers
54962,45.0,2.0,172.28,1,5,4,3,12,1,Loyal Customers
54963,43.0,2.0,168.02,0,3,4,3,10,1,Loyal Customers
54964,45.0,2.0,154.79,0,5,4,3,12,1,Loyal Customers
54965,44.0,3.0,293.85,0,4,4,5,13,0,Champions
54966,33.0,5.0,180.93,0,1,5,4,10,3,Champions
54967,43.0,5.0,229.45,0,3,5,5,13,0,Champions
54968,43.0,3.0,212.4,0,3,4,5,12,0,Champions
54969,38.0,2.0,150.14,0,1,4,2,7,3,Champions
54970,38.0,2.0,201.55,0,1,4,4,9,3,Champions
54971,36.0,5.0,299.65,0,1,5,5,11,0,Champions
54972,45.0,2.0,198.51,0,5,4,4,13,1,Loyal Customers
54973,44.0,2.0,233.2,0,4,4,5,13,0,Champions
54974,40.0,2.0,246.69,1,2,4,5,11,0,Champions
54975,36.0,5.0,321.26,0,1,5,5,11,0,Champions
54976,43.0,3.0,145.7,0,3,4,2,9,1,Loyal Customers
54977,42.0,2.0,192.82,0,2,4,4,10,1,Loyal Customers
54978,36.0,2.0,202.79,0,1,4,4,9,3,Champions
54979,43.0,3.0,152.91,0,3,4,2,9,1,Loyal Customers
54980,41.0,2.0,157.01,0,2,4,3,9,1,Loyal Customers
54981,43.0,2.0,174.68,0,3,4,4,11,1,Loyal Customers
54982,42.0,2.0,256.2,0,2,4,5,11,0,Champions
54983,43.0,2.0,165.33,0,3,4,3,10,1,Loyal Customers
54984,44.0,2.0,157.91,0,4,4,3,11,1,Loyal Customers
54985,45.0,2.0,167.72,0,5,4,3,12,1,Loyal Customers
54986,43.0,2.0,175.56,0,3,4,4,11,1,Loyal Customers
54987,45.0,6.0,153.44,0,5,5,2,12,1,Loyal Customers
54988,43.0,2.0,152.03,0,3,4,2,9,1,Loyal Customers
54989,45.0,2.0,144.04,1,5,4,2,11,1,Loyal Customers
54990,42.0,2.0,207.24,1,2,4,4,10,0,Champions
54991,45.0,2.0,172.66,0,5,4,3,12,1,Loyal Customers
54992,43.0,3.0,151.1,1,3,4,2,9,1,Loyal Customers
54993,42.0,2.0,182.31,0,2,4,4,10,1,Loyal Customers
54994,43.0,3.0,150.39,0,3,4,2,9,1,Loyal Customers
54995,42.0,2.0,182.14,0,2,4,4,10,1,Loyal Customers
54996,41.0,2.0,168.23,0,2,4,3,9,1,Loyal Customers
54997,35.0,4.0,198.36,1,1,5,4,10,3,Champions
54998,32.0,2.0,259.99,0,1,4,5,10,3,Champions
54999,31.0,14.0,262.58,1,1,5,5,11,2,Champions
55000,40.0,2.0,176.55,0,2,4,4,10,3,Champions
55001,38.0,2.0,147.58,0,1,4,2,7,3,Champions
